Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,code saison,code avion,Livraison,Approche emballage ,Préparation,DQR,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux,Changement climatique - émissions biogéniques,Changement climatique - émissions fossiles,Changement climatique - émissions liées au changement d'affectation des sols,Sous-sous-groupe d'aliment,Energie (kcal/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Fibres alimentaires (g/100 g)
11172,aides culinaires et ingrédients divers,aides culinaires,"Court-bouillon pour poissons, déshydraté",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.24,1.87,7.58,2.93e-07,30.3,0.025,4.74e-07,2.09e-07,6.62e-09,0.0456,0.00161,0.0268,0.137,70.2,106.0,3.38,700.0,5.14e-05,0.104,7.46,0.0212,-,260.0,5.0,7.0,23.0,2.5
25525,aides culinaires et ingrédients divers,aides culinaires,"Pizza, sauce garniture pour",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.19,0.148,0.94,2.7e-08,0.558,0.00393,7.86e-08,4.24e-08,8.82e-10,0.00805,0.000193,0.00416,0.0303,11.0,67.7,2.47,24.4,5.91e-06,0.0336,1.02,-0.108,-,38.5,2.12,3.2,0.73,4.17
11214,aides culinaires et ingrédients divers,aides culinaires,"Préparation culinaire à base de soja, type ""crème de soja""",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.75,0.148,1.17,3.38e-08,0.545,0.00402,6.42e-08,2.66e-08,2.14e-09,0.00632,0.000357,0.00723,0.0244,30.8,116.0,0.422,22.4,3.96e-06,0.0252,0.965,0.184,-,,3.25,2.03,14.7,
11084,aides culinaires et ingrédients divers,algues,"Agar (algue), cru",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,,0.54,6.25,0.03,0.5
20995,aides culinaires et ingrédients divers,algues,"Ao-nori (Enteromorpha sp.), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,224.0,13.7,18.8,2.47,36.0
20998,aides culinaires et ingrédients divers,algues,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,211.0,7.22,18.5,2.78,41.8
20988,aides culinaires et ingrédients divers,algues,"Dulse (Palmaria palmata), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,227.0,17.2,22.6,1.33,28.0
20994,aides culinaires et ingrédients divers,algues,"Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,194.0,7.41,15.7,1.33,44.6
20993,aides culinaires et ingrédients divers,algues,"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,243.0,16.5,18.8,3.54,35.0
20992,aides culinaires et ingrédients divers,algues,"Haricot de mer (Himanthalia elongata), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,239.0,10.1,28.3,2.63,31.0
20991,aides culinaires et ingrédients divers,algues,"Kombu breton (Laminaria digitata), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.43,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,217.0,9.51,25.6,1.13,33.2
20990,aides culinaires et ingrédients divers,algues,"Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,224.0,8.38,24.2,2.65,34.8
20986,aides culinaires et ingrédients divers,algues,"Kombu royal (Saccharina latissima), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,204.0,10.3,23.6,1.07,29.3
20985,aides culinaires et ingrédients divers,algues,"Laitue de mer (Ulva sp.), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,206.0,15.9,13.8,2.03,34.4
20996,aides culinaires et ingrédients divers,algues,"Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,234.0,16.6,21.5,2.3,30.6
20987,aides culinaires et ingrédients divers,algues,"Nori (Porphyra sp.), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,255.0,31.5,10.5,1.63,36.3
11086,aides culinaires et ingrédients divers,algues,"Spiruline (Spirulina sp.), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,,57.5,20.3,7.72,3.6
20984,aides culinaires et ingrédients divers,algues,"Wakamé (Undaria pinnatifida), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.55,11.8,6.27e-07,11.2,0.0514,8.62e-07,9.85e-08,6.93e-09,0.111,0.00215,0.015,0.144,57.9,26.7,4.83,396.0,7.94e-05,0.0401,11.7,0.00655,-,184.0,14.1,5.7,2.51,41.4
20999,aides culinaires et ingrédients divers,algues,"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,1.52,11.6,6.24e-07,11.2,0.0473,8.55e-07,9.77e-08,6.84e-09,0.105,0.00214,0.0137,0.128,56.6,26.4,4.83,393.0,7.91e-05,0.04,11.5,0.00639,-,187.0,12.3,6.28,1.53,49.5
11013,aides culinaires et ingrédients divers,condiments,Moutarde,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.92,0.225,1.59,8.14e-08,0.627,0.0073,1.9e-07,3.82e-08,7.49e-10,0.0242,0.00023,0.0104,0.0953,13.7,105.0,0.436,30.0,5.54e-06,0.0102,1.58,0.00413,-,152.0,6.92,4.33,11.2,
11021,aides culinaires et ingrédients divers,condiments,Moutarde à l'ancienne,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.61,0.225,1.59,8.14e-08,0.627,0.0073,1.9e-07,3.82e-08,7.49e-10,0.0242,0.00023,0.0104,0.0953,13.7,105.0,0.436,30.0,5.54e-06,0.0102,1.58,0.00413,-,142.0,6.6,2.2,9.9,4.5
13147,aides culinaires et ingrédients divers,condiments,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",2,0,Glacé,PACK PROXY,Pas de préparation,1.97,0.137,1.17,8.92e-08,0.308,0.00584,8.2e-08,2.44e-08,5.06e-10,0.00804,0.000129,0.00279,0.0239,15.6,48.9,2.01,20.6,5.06e-06,0.0143,1.26,-0.109,-,,2.09,0.61,15.2,4.33
11043,aides culinaires et ingrédients divers,condiments,Tapenade,2,0,Glacé,PACK PROXY,Micro-onde ,2.15,0.317,1.62,1.09e-07,0.783,0.0101,1.77e-07,8.89e-08,1.33e-09,0.0211,0.000324,0.00928,0.0771,37.4,215.0,7.62,37.5,1.03e-05,0.0461,1.99,-0.417,-,,1.3,2.6,23.0,3.7
11018,aides culinaires et ingrédients divers,condiments,Vinaigre,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.92,0.128,0.96,5.08e-08,0.323,0.00392,5.71e-08,1.04e-07,1.86e-09,0.00525,0.000176,0.00552,0.0172,16.1,94.2,0.149,17.2,7.04e-06,0.0167,0.942,0.00129,-,22.6,0.04,0.62,0.1,0.0
11091,aides culinaires et ingrédients divers,condiments,Vinaigre balsamique,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.92,0.128,0.96,5.08e-08,0.323,0.00392,5.71e-08,1.04e-07,1.86e-09,0.00525,0.000176,0.00552,0.0172,16.1,94.2,0.149,17.2,7.04e-06,0.0167,0.942,0.00129,-,125.0,0.69,25.8,,0.5
11090,aides culinaires et ingrédients divers,condiments,Vinaigre de cidre,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.5,0.0833,0.841,5.37e-08,0.209,0.00309,4.6e-08,1.23e-08,5.4e-10,0.00375,9.37e-05,0.00134,0.0108,17.6,20.6,0.69,13.6,3.17e-06,0.0636,0.777,0.000276,-,,0.0,0.93,0.0,0.0
42000,aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, crème dessert",2,0,Glacé,PACK PROXY,Pas de préparation,1.54,0.24,2.66,4.64e-08,0.75,0.00592,1.32e-07,2.44e-08,9.26e-10,0.0156,0.000268,0.00515,0.06,21.4,55.7,0.805,42.8,8.09e-06,0.496,2.06,0.102,-,96.8,6.3,11.1,2.75,1.18
42004,aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé",2,0,Glacé,PACK PROXY,Pas de préparation,1.54,0.24,2.66,4.64e-08,0.75,0.00592,1.32e-07,2.44e-08,9.26e-10,0.0156,0.000268,0.00515,0.06,21.4,55.7,0.805,42.8,8.09e-06,0.496,2.06,0.102,-,82.0,5.97,10.1,1.73,1.18
42005,aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake",2,0,Glacé,PACK PROXY,Pas de préparation,1.54,0.24,2.66,4.64e-08,0.75,0.00592,1.32e-07,2.44e-08,9.26e-10,0.0156,0.000268,0.00515,0.06,21.4,55.7,0.805,42.8,8.09e-06,0.496,2.06,0.102,-,87.0,6.07,10.2,2.28,0.63
42003,aides culinaires et ingrédients divers,denrées destinées à une alimentation particulière,"Substitut de repas hypocalorique, prêt à boire",2,0,Glacé,PACK PROXY,Pas de préparation,1.54,0.24,2.66,4.64e-08,0.75,0.00592,1.32e-07,2.44e-08,9.26e-10,0.0156,0.000268,0.00515,0.06,21.4,55.7,0.805,42.8,8.09e-06,0.496,2.06,0.102,-,90.6,6.65,10.4,2.45,
11025,aides culinaires et ingrédients divers,épices,"Cannelle, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.46,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,243.0,3.87,27.5,1.22,53.1
11075,aides culinaires et ingrédients divers,épices,"Cardamome, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,4.42,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,321.0,10.8,40.5,6.7,28.0
11064,aides culinaires et ingrédients divers,épices,"Carvi, graine",2,0,Ambiant (long),PACK PROXY,Pas de préparation,4.1,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,334.0,19.8,11.9,14.6,38.0
11052,aides culinaires et ingrédients divers,épices,Clou de girofle,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.68,1.06,9.39,2.39e-07,0.877,0.0346,9.7e-07,9.69e-08,2.74e-09,0.075,0.00141,0.0673,0.41,55.1,688.0,4.37,78.7,5.87e-05,1.3,8.09,0.0104,-,335.0,5.97,31.6,13.0,33.9
11026,aides culinaires et ingrédients divers,épices,"Coriandre, graine",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.43,0.2,2.13,1.72e-07,0.31,0.00874,1.09e-07,2.35e-08,7.13e-10,0.0104,0.00025,0.00546,0.0266,37.8,19.2,1.47,32.9,6.61e-06,0.015,2.06,0.0569,-,346.0,12.4,13.0,17.8,41.9
11042,aides culinaires et ingrédients divers,épices,"Cumin, graine",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.89,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,427.0,17.8,33.7,22.3,10.5
11089,aides culinaires et ingrédients divers,épices,"Curcuma, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,4.42,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,291.0,9.68,44.4,3.25,22.7
11005,aides culinaires et ingrédients divers,épices,"Curry, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,4.21,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,301.0,14.5,2.63,14.0,53.2
11066,aides culinaires et ingrédients divers,épices,"Fenouil, graine",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.55,0.2,2.13,1.72e-07,0.31,0.00874,1.09e-07,2.35e-08,7.13e-10,0.0104,0.00025,0.00546,0.0266,37.8,19.2,1.47,32.9,6.61e-06,0.015,2.06,0.0569,-,326.0,15.7,12.5,14.9,39.8
11077,aides culinaires et ingrédients divers,épices,"Fenugrec, graine",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.89,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,350.0,27.1,33.8,6.41,24.6
11006,aides culinaires et ingrédients divers,épices,"Gingembre, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.63,0.205,2.02,1.73e-07,0.306,0.0095,1.28e-07,3.71e-08,8.23e-10,0.0142,0.000236,0.00451,0.0422,22.2,21.4,2.18,31.7,5.09e-06,0.0149,2.0,0.0108,-,335.0,8.98,58.3,4.24,14.1
11074,aides culinaires et ingrédients divers,épices,"Gingembre, racine crue",2,0,Ambiant (long),PACK AGB,Pas de préparation,3.54,0.0809,0.494,8.69e-09,0.078,0.00402,5.29e-08,2.62e-08,4.12e-10,0.008,7.24e-05,0.00282,0.029,6.21,12.3,1.79,7.35,2.32e-06,0.000806,0.484,0.00945,-,32.9,1.1,3.4,1.1,2.7
11053,aides culinaires et ingrédients divers,épices,"Laurier, feuille",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.77,0.205,1.87,1.7e-07,0.304,0.00699,1.23e-07,1.91e-08,6.31e-10,0.0117,0.000253,0.00468,0.0363,20.0,36.8,4.39,29.5,5.11e-06,0.0149,1.85,0.00404,-,353.0,7.61,48.6,8.36,26.3
11048,aides culinaires et ingrédients divers,épices,Noix de muscade,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.46,0.214,2.23,1.74e-07,0.309,0.011,1.12e-07,2.38e-08,7.51e-10,0.0135,0.000251,0.00621,0.035,38.4,19.3,1.47,34.1,6.7e-06,0.015,2.16,0.0569,-,507.0,6.26,28.5,36.3,20.8
11049,aides culinaires et ingrédients divers,épices,Paprika,2,0,Ambiant (long),PACK PROXY,Pas de préparation,4.63,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,319.0,14.1,19.1,12.9,34.9
11061,aides culinaires et ingrédients divers,épices,"Pavot, graine",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.57,0.516,2.9,1.81e-07,0.32,0.0126,4.47e-07,1.84e-07,2.45e-09,0.058,0.0016,0.0305,0.239,36.2,292.0,4.36,36.2,9.95e-06,0.0154,2.88,0.00224,-,551.0,19.7,13.7,43.1,14.8
11019,aides culinaires et ingrédients divers,épices,"Poivre blanc, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.96,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,310.0,11.4,48.3,2.11,26.2
11088,aides culinaires et ingrédients divers,épices,Poivre de Cayenne ou piment de Cayenne,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.96,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,376.0,12.0,29.4,17.3,27.2
11015,aides culinaires et ingrédients divers,épices,"Poivre noir, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.62,1.06,9.4,2.39e-07,0.886,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,79.0,5.87e-05,1.3,8.09,0.0104,-,330.0,13.3,39.5,7.5,25.7
11056,aides culinaires et ingrédients divers,épices,Quatre épices,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.32,0.711,6.4,2.12e-07,0.644,0.0246,6.22e-07,7.02e-08,1.94e-09,0.05,0.000932,0.0418,0.258,44.2,414.0,3.36,59.8,3.69e-05,0.771,5.62,0.0179,-,348.0,6.09,50.5,8.69,21.6
11039,aides culinaires et ingrédients divers,épices,Safran,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.89,1.06,9.4,2.39e-07,0.878,0.0347,9.71e-07,9.7e-08,2.74e-09,0.0751,0.00141,0.0674,0.41,55.2,688.0,4.38,78.8,5.87e-05,1.3,8.09,0.0104,-,352.0,11.4,61.5,5.85,3.9
11065,aides culinaires et ingrédients divers,épices,"Vanille, extrait alcoolique",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.65,0.594,4.38,2.82e-07,0.559,0.016,1.97e-07,2.97e-08,1.07e-09,0.018,0.00188,0.103,0.0397,39.0,997.0,0.68,55.5,6.25e-06,0.0165,4.21,0.149,-,240.0,0.05,2.41,0.0,0.0
11098,aides culinaires et ingrédients divers,épices,"Vanille, extrait aqueux",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.65,0.594,4.38,2.82e-07,0.559,0.016,1.97e-07,2.97e-08,1.07e-09,0.018,0.00188,0.103,0.0397,39.0,997.0,0.68,55.5,6.25e-06,0.0165,4.21,0.149,-,57.7,0.03,14.4,0.0,0.0
11023,aides culinaires et ingrédients divers,herbes,"Ail séché, poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.08,0.158,1.77,1.72e-07,0.333,0.0064,9.38e-08,1.66e-08,6.48e-10,0.00763,0.000209,0.00334,0.0177,19.8,24.0,0.83,29.4,4.96e-06,0.0148,1.75,0.00157,herbes séchées,344.0,16.7,62.8,0.77,9.45
11000,aides culinaires et ingrédients divers,herbes,"Ail, cru",2,0,Ambiant (long),PACK AGB,Pas de préparation,2.88,0.0457,0.383,9.79e-09,0.132,0.00123,2.44e-08,7.97e-09,3.15e-10,0.00186,7e-05,0.00215,0.00579,5.05,18.7,0.553,6.38,2.76e-06,0.0702,0.313,0.000229,herbes fraîches,111.0,5.31,18.6,,5.8
11093,aides culinaires et ingrédients divers,herbes,"Aneth, frais",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.32,0.129,0.879,8.29e-09,0.0867,0.00261,6.92e-08,1.23e-08,3.56e-10,0.00761,0.000151,0.00397,0.0303,5.84,35.1,5.16,12.4,3.75e-06,0.0705,0.805,0.0034,herbes fraîches,48.2,3.93,3.9,1.1,3.5
11033,aides culinaires et ingrédients divers,herbes,"Basilic, frais",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.32,0.129,0.879,8.29e-09,0.0867,0.00261,6.92e-08,1.23e-08,3.56e-10,0.00761,0.000151,0.00397,0.0303,5.84,35.1,5.16,12.4,3.75e-06,0.0705,0.805,0.0034,herbes fraîches,34.8,3.35,2.55,0.47,3.47
11032,aides culinaires et ingrédients divers,herbes,"Basilic, séché",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.49,0.464,2.58,1.78e-07,0.321,0.0108,2.66e-07,4.34e-08,1.18e-09,0.032,0.000545,0.0161,0.124,31.5,142.0,20.2,35.4,1.04e-05,0.0154,2.55,0.0142,herbes séchées,244.0,23.0,10.1,4.07,37.7
11002,aides culinaires et ingrédients divers,herbes,"Cerfeuil, frais",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.48,0.129,0.879,8.29e-09,0.0867,0.00261,6.92e-08,1.23e-08,3.56e-10,0.00761,0.000151,0.00397,0.0303,5.84,35.1,5.16,12.4,3.75e-06,0.0705,0.805,0.0034,herbes fraîches,39.9,3.72,3.63,0.6,2.55
11003,aides culinaires et ingrédients divers,herbes,"Ciboule ou Ciboulette, fraîche",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.5,0.0683,0.739,1.02e-08,0.123,0.00174,3.2e-08,9.05e-09,3.67e-10,0.00237,9.48e-05,0.00225,0.00669,5.37,18.9,0.699,12.1,3.51e-06,0.0704,0.669,0.000299,herbes fraîches,29.7,2.57,2.1,0.52,3.19
11094,aides culinaires et ingrédients divers,herbes,"Coriandre, fraiche",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.2,0.106,1.03,9.81e-09,0.0828,0.00419,4.61e-08,1.52e-08,3.94e-10,0.00521,0.000123,0.0043,0.0159,24.5,11.5,1.31,14.7,4.95e-06,0.0289,0.937,0.0611,herbes fraîches,22.3,2.13,0.87,0.52,2.8
11092,aides culinaires et ingrédients divers,herbes,"Estragon, frais",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.37,0.112,0.735,7.21e-09,0.0763,0.00225,6.06e-08,1.04e-08,3.04e-10,0.00668,0.000127,0.00345,0.0266,4.96,30.9,4.54,10.9,3.29e-06,0.0288,0.703,0.00299,herbes fraîches,44.0,3.8,4.1,,6.2
11060,aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.44,0.467,2.58,1.78e-07,0.322,0.0108,2.68e-07,4.37e-08,1.19e-09,0.0323,0.000549,0.0163,0.125,31.7,143.0,20.4,35.4,1.05e-05,0.0154,2.55,0.0143,herbes séchées,283.0,11.5,23.0,7.2,40.1
11034,aides culinaires et ingrédients divers,herbes,"Marjolaine, séchée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.49,0.464,2.58,1.78e-07,0.321,0.0108,2.66e-07,4.34e-08,1.18e-09,0.032,0.000545,0.0161,0.124,31.5,142.0,20.2,35.4,1.04e-05,0.0154,2.55,0.0142,herbes séchées,276.0,12.7,20.3,7.04,40.3
51500,aides culinaires et ingrédients divers,herbes,"Meloukhia, feuilles de corète séchées, en poudre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.79,0.242,2.18,1.84e-07,0.487,0.00798,1.31e-07,1.24e-07,2.06e-09,0.0118,0.000289,0.0055,0.0341,28.9,27.5,1.99,40.5,1.11e-05,0.0192,2.16,0.00242,herbes séchées,239.0,23.0,12.7,1.8,40.0
11027,aides culinaires et ingrédients divers,herbes,"Menthe, fraîche",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.89,0.112,0.735,7.21e-09,0.0763,0.00225,6.06e-08,1.04e-08,3.04e-10,0.00668,0.000127,0.00345,0.0266,4.96,30.9,4.54,10.9,3.29e-06,0.0288,0.703,0.00299,herbes fraîches,57.6,3.52,5.3,0.84,7.4
11035,aides culinaires et ingrédients divers,herbes,"Origan, séché",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.49,0.464,2.58,1.78e-07,0.321,0.0108,2.66e-07,4.34e-08,1.18e-09,0.032,0.000545,0.0161,0.124,31.5,142.0,20.2,35.4,1.04e-05,0.0154,2.55,0.0142,herbes séchées,265.0,9.0,26.4,4.28,42.5
11014,aides culinaires et ingrédients divers,herbes,"Persil, frais",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.68,0.181,1.12,1.25e-08,0.086,0.00524,1.04e-07,6.12e-08,1.79e-09,0.0144,0.000236,0.0207,0.0618,6.66,130.0,1.86,13.6,4.52e-06,0.0264,1.08,0.0119,herbes fraîches,43.0,3.71,3.48,0.63,4.3
11024,aides culinaires et ingrédients divers,herbes,"Persil, séché",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.8,0.778,4.34,2.02e-07,0.365,0.0242,4.64e-07,2.72e-07,7.87e-09,0.067,0.00104,0.0942,0.283,39.2,590.0,8.11,47.6,1.6e-05,0.0183,4.27,0.0543,herbes séchées,291.0,29.0,16.8,5.34,29.7
