Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,code saison,code avion,Livraison,Approche emballage ,Préparation,DQR,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux,Changement climatique - émissions biogéniques,Changement climatique - émissions fossiles,Changement climatique - émissions liées au changement d'affectation des sols,Sous-sous-groupe d'aliment,Energie (kcal/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Fibres alimentaires (g/100 g)
32135,produits céréaliers,céréales de petit-déjeuner et biscuits,"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.86,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,392.0,7.39,79.4,4.27,3.49
24660,produits céréaliers,céréales de petit-déjeuner et biscuits,"Palmier, artisanal",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.23,0.36,3.59,3.1e-08,0.643,0.00737,2.84e-07,3.38e-08,1.7e-09,0.0385,0.000317,0.0124,0.163,37.3,153.0,1.09,35.9,9.08e-06,1.36,1.99,0.251,-,,5.93,53.1,28.2,5.3
32123,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.86,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,386.0,10.3,67.9,6.3,8.07
32011,produits céréaliers,céréales de petit-déjeuner et biscuits,Pétales de blé chocolatés (non enrichis en vitamines et minéraux),2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.61,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,388.0,8.48,80.1,2.64,4.93
32009,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de blé chocolatés, enrichis en vitamines et minéraux",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.61,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,388.0,9.04,77.7,3.24,6.01
32107,produits céréaliers,céréales de petit-déjeuner et biscuits,Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux),2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.86,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,379.0,4.4,88.0,0.6,1.9
32121,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.86,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,374.0,5.77,84.7,0.63,3.02
32014,produits céréaliers,céréales de petit-déjeuner et biscuits,Pétales de maïs natures (non enrichis en vitamines et minéraux),2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.86,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,380.0,8.14,82.8,1.05,3.36
32005,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de maïs natures, enrichis en vitamines et minéraux",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.86,0.423,3.4,5.09e-08,0.644,0.00957,2.27e-07,2.6e-07,1.69e-09,0.0302,0.000481,0.02,0.124,46.8,156.0,6.45,37.4,8.81e-06,0.734,2.18,0.486,-,377.0,7.4,83.2,0.87,3.48
9231,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pop-corn ou Maïs éclaté, à l'air, non salé",2,0,Ambiant (long),PACK PROXY,Four,2.92,0.164,1.02,2.79e-08,0.674,0.00318,1.07e-07,1.87e-08,1.12e-09,0.0135,0.000218,0.00554,0.0582,33.1,79.7,0.953,22.5,7.69e-06,0.00621,0.92,0.0896,-,417.0,10.2,60.0,12.3,12.8
9230,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pop-corn ou Maïs éclaté, à l'huile, salé",2,0,Ambiant (long),PACK PROXY,Four,2.55,0.149,0.94,2.42e-08,0.666,0.003,9.29e-08,1.82e-08,9.85e-10,0.0114,0.000219,0.00451,0.0472,27.1,63.6,0.771,22.2,9.14e-06,0.00634,0.863,0.0706,-,485.0,11.0,52.6,23.8,8.1
9232,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pop-corn ou Maïs éclaté, au caramel",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.28,0.225,1.73,2.83e-08,0.581,0.00472,1.85e-07,1.49e-08,1.04e-09,0.0246,0.00024,0.00849,0.106,30.3,92.0,1.41,23.3,5.97e-06,0.455,1.16,0.114,-,418.0,3.0,85.4,6.5,3.0
24070,produits céréaliers,céréales de petit-déjeuner et biscuits,Sablé à la noix de coco,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.45,0.312,2.61,2.92e-08,0.622,0.00687,2.36e-07,3.51e-08,2.37e-09,0.0321,0.000312,0.013,0.136,44.0,148.0,2.29,27.8,7.74e-06,0.86,1.5,0.253,-,,7.1,66.5,20.1,2.65
24080,produits céréaliers,céréales de petit-déjeuner et biscuits,"Sablé au cacao ou chocolat, au praliné ou autre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.26,0.462,6.06,3.33e-08,0.657,0.0114,2.89e-07,3.39e-08,2.97e-09,0.0386,0.000625,0.0195,0.164,42.9,274.0,0.914,34.4,8.68e-06,1.24,1.69,3.13,-,,6.63,61.2,24.6,3.0
24072,produits céréaliers,céréales de petit-déjeuner et biscuits,"Sablé aux fruits (pomme, fruits rouges, etc.)",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.43,0.29,2.55,3.03e-08,0.721,0.00611,2.29e-07,2.55e-08,1.51e-09,0.031,0.000292,0.0112,0.132,33.6,131.0,1.02,29.8,7.54e-06,0.86,1.48,0.203,-,,5.85,66.0,21.1,2.55
24071,produits céréaliers,céréales de petit-déjeuner et biscuits,Sablé pâtissier,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.23,0.345,3.19,3.24e-08,0.667,0.00705,2.84e-07,3.28e-08,1.83e-09,0.0393,0.000324,0.0134,0.169,40.8,168.0,0.973,29.3,8.53e-06,1.29,1.63,0.273,-,,8.38,59.4,22.9,3.3
24009,produits céréaliers,céréales de petit-déjeuner et biscuits,Spéculoos,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.25,0.443,3.82,5.21e-08,0.655,0.00869,2.98e-07,9.45e-08,6.01e-09,0.0405,0.000393,0.0142,0.172,137.0,187.0,2.55,37.0,9.94e-06,1.35,2.12,0.353,-,,5.94,69.0,19.7,1.93
7412,produits céréaliers,céréales de petit-déjeuner et biscuits,"Tartine craquante, extrudée et grillée, fourrée au chocolat",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.54,0.182,1.54,2.37e-08,0.563,0.00429,1.15e-07,1.53e-08,1.45e-09,0.015,0.000246,0.0089,0.0628,19.6,112.0,0.447,24.4,5.28e-06,0.155,1.25,0.132,-,,7.85,64.3,16.0,4.65
7413,produits céréaliers,céréales de petit-déjeuner et biscuits,"Tartine craquante, extrudée et grillée, fourrée aux fruits",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.54,0.182,1.54,2.37e-08,0.563,0.00429,1.15e-07,1.53e-08,1.45e-09,0.015,0.000246,0.0089,0.0628,19.6,112.0,0.447,24.4,5.28e-06,0.155,1.25,0.132,-,,5.38,74.7,6.44,3.92
9510,produits céréaliers,farines et pâtes à tarte,Amidon de maïs ou fécule de maïs,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.48,0.207,1.55,2.75e-08,0.184,0.00632,1.22e-07,2.35e-08,9.68e-10,0.0131,0.000515,0.00593,0.0468,43.8,33.1,3.99,18.5,1.47e-05,0.0344,1.42,0.0991,,362.0,0.43,89.2,0.25,0.8
9437,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment avec levure incorporée,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.87,0.102,0.791,1.33e-08,0.18,0.00266,7.18e-08,6.18e-09,1.02e-09,0.00945,0.00016,0.00636,0.04,13.4,84.2,0.205,9.03,3.62e-06,0.0063,0.689,0.0962,,350.0,10.0,74.0,1.0,2.5
9410,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T110,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.87,0.102,0.791,1.33e-08,0.18,0.00266,7.18e-08,6.18e-09,1.02e-09,0.00945,0.00016,0.00636,0.04,13.4,84.2,0.205,9.03,3.62e-06,0.0063,0.689,0.0962,,343.0,10.3,68.6,1.5,6.8
9415,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T150,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.87,0.102,0.791,1.33e-08,0.18,0.00266,7.18e-08,6.18e-09,1.02e-09,0.00945,0.00016,0.00636,0.04,13.4,84.2,0.205,9.03,3.62e-06,0.0063,0.689,0.0962,,342.0,12.2,64.9,1.52,10.2
9440,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T45 (pour pâtisserie),2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.87,0.102,0.791,1.33e-08,0.18,0.00266,7.18e-08,6.18e-09,1.02e-09,0.00945,0.00016,0.00636,0.04,13.4,84.2,0.205,9.03,3.62e-06,0.0063,0.689,0.0962,,356.0,9.94,75.9,0.82,2.5
9436,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T55 (pour pains),2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.87,0.102,0.791,1.33e-08,0.18,0.00266,7.18e-08,6.18e-09,1.02e-09,0.00945,0.00016,0.00636,0.04,13.4,84.2,0.205,9.03,3.62e-06,0.0063,0.689,0.0962,,350.0,9.9,73.7,1.0,3.2
9435,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T65,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.87,0.102,0.791,1.33e-08,0.18,0.00266,7.18e-08,6.18e-09,1.02e-09,0.00945,0.00016,0.00636,0.04,13.4,84.2,0.205,9.03,3.62e-06,0.0063,0.689,0.0962,,346.0,14.9,67.6,1.0,3.5
9445,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T80,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.87,0.102,0.791,1.33e-08,0.18,0.00266,7.18e-08,6.18e-09,1.02e-09,0.00945,0.00016,0.00636,0.04,13.4,84.2,0.205,9.03,3.62e-06,0.0063,0.689,0.0962,,355.0,10.9,73.2,1.18,4.2
9545,produits céréaliers,farines et pâtes à tarte,Farine de maïs,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.12,0.123,0.865,2.4e-08,0.244,0.00307,9.78e-08,1.39e-08,8.87e-10,0.011,0.000194,0.00491,0.0473,27.8,66.5,0.748,12.0,4.13e-06,0.0333,0.76,0.0722,,361.0,6.23,78.1,2.1,2.55
9555,produits céréaliers,farines et pâtes à tarte,Farine de millet,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.38,0.151,0.883,2.8e-08,0.206,0.00324,1.13e-07,4.51e-08,5.29e-10,0.014,0.000178,0.0137,0.0577,10.8,100.0,1.23,12.4,5.21e-06,0.00627,0.875,0.00204,,350.0,10.2,63.2,4.1,9.7
9580,produits céréaliers,farines et pâtes à tarte,Farine de pois chiche,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.91,0.133,0.974,3.7e-08,0.205,0.00506,4.53e-08,1.15e-08,1.88e-09,0.00677,0.00038,0.0127,0.0206,27.0,179.0,0.229,12.6,3.96e-06,0.00612,0.761,0.207,,359.0,22.4,47.0,6.69,10.8
9520,produits céréaliers,farines et pâtes à tarte,Farine de riz,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.44,0.519,2.48,3.89e-08,0.198,0.00965,2e-07,8.15e-07,6.78e-10,0.0304,0.000301,0.0252,0.123,71.4,75.8,17.0,15.9,6.78e-06,1.21,1.24,0.0211,,357.0,8.0,73.9,2.5,3.3
9540,produits céréaliers,farines et pâtes à tarte,Farine de sarrasin,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.38,0.145,1.21,1.87e-08,0.22,0.00414,9.01e-08,1.38e-08,1.8e-09,0.0118,0.000323,0.00975,0.0509,8.56,129.0,0.587,12.5,4.74e-06,0.00617,1.06,0.149,,348.0,11.5,68.4,2.19,4.2
9533,produits céréaliers,farines et pâtes à tarte,Farine de seigle T130,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.57,0.107,0.716,1.48e-08,0.193,0.0033,6.72e-08,3.75e-08,5.23e-10,0.00741,0.000162,0.0124,0.0298,10.8,29.7,0.174,11.4,5.16e-06,0.00622,0.709,0.00073,,344.0,7.76,70.9,1.12,9.5
9530,produits céréaliers,farines et pâtes à tarte,Farine de seigle T170,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.57,0.107,0.716,1.48e-08,0.193,0.0033,6.72e-08,3.75e-08,5.23e-10,0.00741,0.000162,0.0124,0.0298,10.8,29.7,0.174,11.4,5.16e-06,0.00622,0.709,0.00073,,315.0,17.1,44.8,2.22,23.8
9532,produits céréaliers,farines et pâtes à tarte,Farine de seigle T85,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.57,0.107,0.716,1.48e-08,0.193,0.0033,6.72e-08,3.75e-08,5.23e-10,0.00741,0.000162,0.0124,0.0298,10.8,29.7,0.174,11.4,5.16e-06,0.00622,0.709,0.00073,,344.0,8.7,70.7,1.37,7.15
20900,produits céréaliers,farines et pâtes à tarte,Farine de soja,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.45,0.145,1.38,1.93e-08,0.195,0.00544,5.76e-08,1.7e-08,1.06e-09,0.0061,0.000252,0.00916,0.0213,44.9,180.0,0.215,12.5,4.76e-06,0.00623,0.88,0.491,,460.0,39.2,22.9,21.4,10.0
9480,produits céréaliers,farines et pâtes à tarte,Farine d'épeautre (grand épeautre),2,0,Ambiant (long),PACK PROXY,Pas de préparation,4.08,0.145,1.21,1.87e-08,0.22,0.00414,9.01e-08,1.38e-08,1.8e-09,0.0118,0.000323,0.00975,0.0509,8.56,129.0,0.587,12.5,4.74e-06,0.00617,1.06,0.149,,352.0,12.5,64.0,3.0,9.3
9550,produits céréaliers,farines et pâtes à tarte,Farine d'orge,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.49,0.139,0.778,2.29e-08,0.205,0.003,9.77e-08,4.5e-08,4.93e-10,0.012,0.000162,0.0128,0.0487,13.4,98.3,1.22,11.7,4.82e-06,0.00624,0.771,0.000762,,339.0,10.6,64.5,2.3,8.85
9311,produits céréaliers,farines et pâtes à tarte,Flocon d'avoine,2,0,Ambiant (long),PACK PROXY,Pas de préparation,4.27,0.261,1.22,2.23e-08,0.196,0.00469,1.33e-07,1.41e-08,9.99e-10,0.0163,0.000847,0.0634,0.0678,12.5,214.0,0.634,12.9,5.37e-06,0.00648,1.19,0.0204,,367.0,14.2,57.9,6.51,10.2
51550,produits céréaliers,farines et pâtes à tarte,"Khatfa feuille de brick, préemballée",2,0,Glacé,PACK PROXY,Four ,2.34,0.157,1.24,2.92e-08,1.15,0.00374,6.4e-08,1.7e-08,7.57e-10,0.00708,0.000201,0.00411,0.0252,8.32,40.5,0.452,37.6,8.89e-06,0.00398,1.2,0.0348,,283.0,7.0,59.0,1.5,2.5
37001,produits céréaliers,farines et pâtes à tarte,Pâte à pizza crue,2,0,Glacé,PACK PROXY,Four ,2.33,0.196,1.4,3.29e-08,1.17,0.00457,8.91e-08,2.6e-08,1.06e-09,0.0107,0.000244,0.0061,0.041,13.9,82.2,1.39,39.2,9.9e-06,0.00895,1.38,0.00804,,240.0,7.05,44.2,3.45,2.2
96778,produits céréaliers,farines et pâtes à tarte,Pâte à pizza cuite,2,0,Glacé,PACK PROXY,Four ,2.33,0.196,1.4,3.29e-08,1.17,0.00457,8.91e-08,2.6e-08,1.06e-09,0.0107,0.000244,0.0061,0.041,13.9,82.2,1.39,39.2,9.9e-06,0.00895,1.38,0.00804,,324.0,8.5,55.3,7.1,2.5
23402,produits céréaliers,farines et pâtes à tarte,"Pâte à pizza fine, crue",2,0,Glacé,PACK PROXY,Four ,2.33,0.196,1.4,3.29e-08,1.17,0.00457,8.91e-08,2.6e-08,1.06e-09,0.0107,0.000244,0.0061,0.041,13.9,82.2,1.39,39.2,9.9e-06,0.00895,1.38,0.00804,,279.0,8.45,44.6,7.01,1.87
23410,produits céréaliers,farines et pâtes à tarte,"Pâte brisée, crue",2,0,Glacé,PACK PROXY,Four ,1.38,0.388,3.59,4.59e-08,1.31,0.00781,2.78e-07,4.41e-08,2.02e-09,0.0384,0.000359,0.013,0.162,40.1,170.0,0.7,45.2,1.35e-05,1.42,1.9,0.283,,377.0,5.87,43.6,19.5,1.8
23412,produits céréaliers,farines et pâtes à tarte,"Pâte brisée, matière grasse végétale, cuite",2,0,Glacé,PACK PROXY,Four ,1.38,0.388,3.59,4.59e-08,1.31,0.00781,2.78e-07,4.41e-08,2.02e-09,0.0384,0.000359,0.013,0.162,40.1,170.0,0.7,45.2,1.35e-05,1.42,1.9,0.283,,505.0,8.19,58.3,26.4,0.9
23414,produits céréaliers,farines et pâtes à tarte,"Pâte brisée, pur beurre, crue",2,0,Glacé,PACK PROXY,Four ,1.38,0.388,3.59,4.59e-08,1.31,0.00781,2.78e-07,4.41e-08,2.02e-09,0.0384,0.000359,0.013,0.162,40.1,170.0,0.7,45.2,1.35e-05,1.42,1.9,0.283,,384.0,6.33,44.9,19.5,1.88
23415,produits céréaliers,farines et pâtes à tarte,"Pâte brisée, pur beurre, surgelée, crue",2,0,Congelé,PACK PROXY,Four ,1.41,0.387,3.49,4.58e-08,1.52,0.00762,2.68e-07,4.44e-08,1.98e-09,0.037,0.000361,0.0125,0.155,38.7,163.0,0.685,49.1,1.5e-05,1.35,1.87,0.271,,387.0,6.2,43.3,20.7,1.6
23424,produits céréaliers,farines et pâtes à tarte,"Pâte feuilletée pur beurre, crue",2,0,Glacé,PACK PROXY,Four ,1.35,0.416,3.93,4.74e-08,1.33,0.00821,3.08e-07,4.89e-08,2.09e-09,0.0427,0.000366,0.0136,0.181,43.8,180.0,0.719,45.9,1.4e-05,1.68,1.93,0.312,,368.0,6.14,39.7,20.1,2.32
23426,produits céréaliers,farines et pâtes à tarte,"Pâte feuilletée pur beurre, cuite",2,0,Glacé,PACK PROXY,Four ,1.35,0.416,3.93,4.74e-08,1.33,0.00821,3.08e-07,4.89e-08,2.09e-09,0.0427,0.000366,0.0136,0.181,43.8,180.0,0.719,45.9,1.4e-05,1.68,1.93,0.312,,509.0,5.05,57.0,28.7,1.2
23425,produits céréaliers,farines et pâtes à tarte,"Pâte feuilletée pur beurre, surgelée crue",2,0,Congelé,PACK PROXY,Four ,1.38,0.415,3.81,4.73e-08,1.54,0.008,2.97e-07,4.9e-08,2.05e-09,0.0411,0.000368,0.013,0.173,42.2,173.0,0.703,49.7,1.54e-05,1.61,1.9,0.298,,398.0,5.47,35.3,25.8,1.4
23422,produits céréaliers,farines et pâtes à tarte,"Pâte feuilletée, cuite",2,0,Glacé,PACK PROXY,Four ,1.36,0.413,3.85,4.77e-08,1.33,0.00822,3.03e-07,4.83e-08,2.1e-09,0.042,0.000376,0.0135,0.178,44.7,179.0,0.736,45.9,1.4e-05,1.6,1.94,0.312,,531.0,7.88,54.1,31.0,1.8
23420,produits céréaliers,farines et pâtes à tarte,"Pâte feuilletée, matière grasse végétale, crue",2,0,Glacé,PACK PROXY,Four ,1.42,0.416,3.93,4.74e-08,1.33,0.00821,3.08e-07,4.89e-08,2.09e-09,0.0427,0.000366,0.0136,0.181,43.8,180.0,0.719,45.9,1.4e-05,1.68,1.93,0.312,,377.0,5.93,41.4,20.4,1.87
23421,produits céréaliers,farines et pâtes à tarte,"Pâte feuilletée, surgelée, crue",2,0,Congelé,PACK PROXY,Four ,1.38,0.415,3.81,4.73e-08,1.54,0.008,2.97e-07,4.9e-08,2.05e-09,0.0411,0.000368,0.013,0.173,42.2,173.0,0.703,49.7,1.54e-05,1.61,1.9,0.298,,400.0,3.6,33.3,27.4,3.05
23445,produits céréaliers,farines et pâtes à tarte,"Pâte phyllo ou Pâte filo, crue",2,0,Glacé,PACK PROXY,Four ,1.97,0.276,1.9,5.27e-08,1.2,0.00663,1.43e-07,4.48e-08,1.96e-09,0.018,0.000411,0.0116,0.0744,27.0,176.0,2.02,42.8,1.19e-05,0.0242,1.81,0.0667,,289.0,7.1,50.8,6.0,1.9
23444,produits céréaliers,farines et pâtes à tarte,"Pâte sablée pur beurre, crue",2,0,Glacé,PACK PROXY,Four ,1.4,0.388,3.46,4.68e-08,1.3,0.00806,2.81e-07,3.92e-08,1.98e-09,0.0385,0.000389,0.0132,0.162,41.1,165.0,1.03,45.9,1.38e-05,1.23,1.96,0.268,,383.0,5.95,53.6,15.8,1.65
23448,produits céréaliers,farines et pâtes à tarte,"Pâte sablée pur beurre, cuite",2,0,Glacé,PACK PROXY,Four ,1.4,0.388,3.46,4.68e-08,1.3,0.00806,2.81e-07,3.92e-08,1.98e-09,0.0385,0.000389,0.0132,0.162,41.1,165.0,1.03,45.9,1.38e-05,1.23,1.96,0.268,,469.0,6.2,63.0,20.9,1.9
23446,produits céréaliers,farines et pâtes à tarte,"Pâte sablée pur beurre, surgelée, crue",2,0,Congelé,PACK PROXY,Four ,1.43,0.388,3.36,4.67e-08,1.51,0.00786,2.71e-07,3.96e-08,1.94e-09,0.0371,0.000389,0.0127,0.156,39.6,158.0,1.0,49.8,1.52e-05,1.17,1.93,0.256,,423.0,4.9,60.9,17.5,1.2
23440,produits céréaliers,farines et pâtes à tarte,"Pâte sablée, crue",2,0,Glacé,PACK PROXY,Four ,1.4,0.388,3.46,4.68e-08,1.3,0.00806,2.81e-07,3.92e-08,1.98e-09,0.0385,0.000389,0.0132,0.162,41.1,165.0,1.03,45.9,1.38e-05,1.23,1.96,0.268,,404.0,5.3,51.0,19.6,1.2
23442,produits céréaliers,farines et pâtes à tarte,"Pâte sablée, cuite",2,0,Glacé,PACK PROXY,Four ,1.4,0.388,3.46,4.68e-08,1.3,0.00806,2.81e-07,3.92e-08,1.98e-09,0.0385,0.000389,0.0132,0.162,41.1,165.0,1.03,45.9,1.38e-05,1.23,1.96,0.268,,505.0,5.7,64.4,24.6,1.5
19688,produits céréaliers,gâteaux et pâtisseries,"Baba au rhum, préemballé",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.67,0.182,1.16,1.77e-06,0.544,0.00433,8.55e-08,1.13e-08,5.63e-10,0.00823,0.000181,0.00338,0.0305,8.16,24.0,0.623,25.7,4.6e-05,0.00926,1.14,0.0169,-,169.0,2.83,23.6,3.86,0.87
23300,produits céréaliers,gâteaux et pâtisseries,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.28,0.532,3.02,1.79e-06,0.611,0.0112,2.94e-07,6.55e-08,2.57e-09,0.0406,0.00063,0.0213,0.169,103.0,267.0,10.2,35.6,5.26e-05,0.661,2.24,0.124,-,,10.4,49.2,24.5,
23881,produits céréaliers,gâteaux et pâtisseries,Beignet à la confiture,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.64,0.272,1.78,1.78e-06,0.576,0.00581,1.59e-07,2.08e-08,1.39e-09,0.0202,0.000313,0.0088,0.0831,27.1,86.2,1.04,29.0,4.83e-05,0.124,1.55,0.0991,-,378.0,6.36,45.6,18.7,0.9
23884,produits céréaliers,gâteaux et pâtisseries,"Beignet fourré aux fruits, préemballé",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.34,0.296,2.25,1.78e-06,0.615,0.00571,1.75e-07,2.67e-08,1.47e-09,0.0229,0.000297,0.00899,0.0949,27.8,107.0,0.789,29.2,4.86e-05,0.548,1.54,0.159,-,362.0,5.65,47.6,16.0,2.15
23885,produits céréaliers,gâteaux et pâtisseries,"Beignet fourré goût chocolat, préemballé",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.62,0.458,6.24,1.78e-06,0.618,0.012,1.72e-07,2.13e-08,3.04e-09,0.0202,0.000793,0.0183,0.0809,27.9,253.0,0.851,37.7,4.89e-05,0.238,1.65,4.35,-,420.0,7.31,45.9,22.5,2.6
23880,produits céréaliers,gâteaux et pâtisseries,"Beignet rond moelleux, sans fourrage, saupoudré de sucre",2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.69,0.256,1.75,1.78e-06,0.581,0.0052,1.4e-07,1.72e-08,1.27e-09,0.0177,0.000296,0.00811,0.0721,22.4,85.5,0.804,28.4,4.79e-05,0.142,1.49,0.115,-,404.0,7.25,39.4,23.7,2.0
23050,produits céréaliers,gâteaux et pâtisseries,Biscuit de Savoie,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.73,0.356,2.3,1.79e-06,0.669,0.00786,2.12e-07,3.91e-08,2.39e-09,0.0279,0.000522,0.0136,0.118,53.3,172.0,1.22,33.7,5.04e-05,0.0643,1.98,0.26,-,,6.05,56.3,0.8,1.5
23032,produits céréaliers,gâteaux et pâtisseries,Brownie au chocolat,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.57,0.629,8.36,5.48e-08,0.699,0.0163,3.42e-07,4.31e-08,3.71e-09,0.0445,0.000917,0.0238,0.184,52.3,392.0,2.62,56.4,1.6e-05,1.13,3.02,4.21,-,458.0,5.94,50.6,25.4,3.4
23030,produits céréaliers,gâteaux et pâtisseries,Bûche de Noël pâtissière,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.58,0.574,8.05,1.79e-06,0.751,0.0149,2.37e-07,3.24e-08,3.78e-09,0.029,0.000968,0.0228,0.119,39.0,322.0,0.911,43.9,5.04e-05,0.659,1.85,5.54,-,,4.2,30.7,19.7,1.3
23909,produits céréaliers,gâteaux et pâtisseries,Cake aux fruits,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.44,0.326,3.28,3.19e-08,0.6,0.00723,2.3e-07,3e-08,1.61e-09,0.0297,0.000334,0.0102,0.123,35.9,122.0,1.3,41.3,9.07e-06,0.817,2.27,0.197,-,360.0,4.19,55.2,12.6,2.1
23022,produits céréaliers,gâteaux et pâtisseries,Canelé,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.34,0.286,2.16,1.78e-06,0.593,0.00542,1.76e-07,2.31e-08,1.18e-09,0.0229,0.000277,0.00794,0.0949,25.0,85.9,0.832,28.5,4.82e-05,0.571,1.45,0.137,-,,5.2,59.4,3.7,2.6
